
Project:     20250213_0730_ie
Program:     Inertial Explorer Version 8.90.4416
Profile:     IPNL_URBANNAV_with_std_revise
Source:      GNSS/INS Epochs(Smoothed TC Combined)
SolFile:      C:\Users\IPNL_Experiment\Desktop\20250213\20250213_0730_ie.cts
ProcessInfo: 20250213_0730_ie by Unknown on 2/19/2025 at 12:23:15

Datum:       WGS84
Master 1:    Name HKSC, Status ENABLED
             Antenna height 0.008 m, to ARP [LEIAR25.R4(LEIT)]
             Lat, Lon, El Hgt 22 19 19.81949, 114 08 28.27666, 20.239 m [WGS84, N/A]
Remote:      Antenna height 0.000 m, to L1PC [NOV703GGG.R2(NONE)]
IMU to GNSS Antenna Lever Arms:
             x=-0.073, y=-0.032, z=1.071 m (x-right, y-fwd, z-up)
Body to IMU Rotations:
             xRot=0.000, yRot=0.000, zRot=90.000 degrees
UTC Offset:  18 s
SD Scaling Settings:
  Position: 1.0000
  Velocity: 1.0000
  Attitude: 1.0000

       UTCTime       Week    GPSTime       Latitude      Longitude        H-Ell       X-ECEF       Y-ECEF       Z-ECEF   VX-ECEF   VY-ECEF   VZ-ECEF     VEast    VNorth       VUp VelBdyX VelBdyY VelBdyZ AccBdyX AccBdyY AccBdyZ           Roll          Pitch        Heading Q     SDX-ECEF     SDY-ECEF     SDZ-ECEF       SDEast      SDNorth     SDHeight         HdngSD     SD-VN     SD-VE     SD-VH         RollSD        PitchSD        AzStDev
         (sec)    (weeks)      (sec)          (deg)          (deg)          (m)          (m)          (m)          (m)     (m/s)     (m/s)     (m/s)     (m/s)     (m/s)     (m/s)   (m/s)   (m/s)   (m/s) (m/s^2) (m/s^2) (m/s^2)          (deg)          (deg)          (deg)            (m)          (m)          (m)          (m)          (m)          (m)          (deg)     (m/s)     (m/s)     (m/s)          (deg)          (deg)          (deg)
1739447692.000 2353.00000 388510.000  22.2930514361 114.1742070849        3.166 -2417865.654  5386479.034  2404470.223     0.385    -0.349     1.281    -0.208     1.366     0.045  -0.199   1.354   0.193   0.836  -2.911   0.555  -7.1338001043  -5.1170345021   0.5501426157 2        0.004        0.006        0.004        0.003        0.004        0.007   0.0213830359     0.003     0.002     0.001   0.0038360963   0.0039765593   0.0000000000
1739447693.000 2353.00000 388511.000  22.2930594851 114.1742068983        3.155 -2417865.493  5386478.723  2404471.043     0.114    -0.169     0.564    -0.035     0.598     0.028   0.238   0.550   0.020   1.051  -2.438   2.441  -9.7374807536  -3.3002369000 -26.0421067635 1        0.005        0.007        0.005        0.003        0.005        0.008   0.0214302558     0.003     0.002     0.001   0.0038459015   0.0040044617   0.0000000000
1739447694.000 2353.00000 388512.000  22.2930648984 114.1742074700        3.188 -2417865.467  5386478.520  2404471.610     0.178    -0.033     0.226    -0.149     0.248    -0.009   0.274  -0.082  -0.047  -0.943   1.266   0.411  -5.6860446180  -6.9783566545 -137.931442129 2        0.005        0.007        0.006        0.004        0.006        0.008   0.0214823317     0.003     0.002     0.001   0.0038481967   0.0040210811   0.0000000000
1739447695.000 2353.00000 388513.000  22.2930598845 114.1742076317        3.200 -2417865.573  5386478.716  2404471.101    -0.179     0.383    -1.043     0.006    -1.125    -0.004  -0.005   1.096   0.255  -1.109  -1.205  -0.089  -5.3427512255 -13.2267937260 -178.871791876 2        0.005        0.007        0.006        0.004        0.006        0.008   0.0215422269     0.003     0.002     0.001   0.0040411674   0.0042794351   0.0000000000
1739447696.000 2353.00000 388514.000  22.2930470412 114.1742089488        3.179 -2417865.910  5386479.134  2404469.777    -0.251     0.521    -1.429     0.016    -1.541    -0.008  -0.140   1.512   0.266   0.067  -0.522   1.605  -6.7294752475  -9.5959143416 -174.235142378 1        0.005        0.007        0.006        0.004        0.006        0.008   0.0216095913     0.003     0.002     0.001   0.0039738775   0.0042534978   0.0000000000
1739447697.000 2353.00000 388515.000  22.2930316417 114.1742098711        3.164 -2417866.255  5386479.673  2404468.194    -0.313     0.501    -1.610     0.080    -1.711    -0.069  -0.039   1.703   0.196  -0.197   0.364  -2.373  -4.9411651069  -8.7230245999 179.1984690812 2        0.005        0.008        0.006        0.004        0.006        0.008   0.0216836873     0.003     0.002     0.002   0.0038411201   0.0041608713   0.0000000000
1739447698.000 2353.00000 388516.000  22.2930159515 114.1742109818        3.125 -2417866.615  5386480.194  2404466.571    -0.372     0.334    -1.569     0.202    -1.625    -0.172  -0.198   1.633   0.074  -1.285   1.239  -1.717  -7.3172669199  -7.7540498359 -179.892103658 2        0.005        0.008        0.006        0.004        0.006        0.008   0.0217601042     0.003     0.002     0.002   0.0038448195   0.0041462858   0.0000000000
1739447699.000 2353.00000 388517.000  22.2930023631 114.1742132418        3.083 -2417867.045  5386480.585  2404465.163    -0.405     0.228    -1.248     0.276    -1.297    -0.127  -0.258   1.307   0.009  -0.747   0.833  -1.605  -7.5973516085  -4.5038149627 179.1560644748 1        0.006        0.008        0.006        0.004        0.006        0.008   0.0218361262     0.003     0.002     0.002   0.0038497695   0.0041417093   0.0000000000
1739447700.000 2353.00000 388518.000  22.2929931888 114.1742142562        3.066 -2417867.292  5386480.879  2404464.217    -0.009     0.223    -0.534    -0.083    -0.572    -0.011   0.204   0.541   0.005  -0.634  -0.314  -0.724  -6.9185284016  -4.2179835075 167.7895615772 1        0.006        0.008        0.006        0.004        0.006        0.008   0.0219120365     0.003     0.002     0.002   0.0038568892   0.0041483562   0.0000000000
1739447701.000 2353.00000 388519.000  22.2929881624 114.1742140069        3.077 -2417867.359  5386481.091  2404463.706    -0.350     0.197    -0.535     0.238    -0.617     0.096   0.655  -0.137   0.014  -0.323   0.882  -0.248  -5.8224601395  -6.5235026497  57.8466841627 1        0.006        0.008        0.006        0.004        0.006        0.008   0.0219896063     0.003     0.002     0.002   0.0038636087   0.0041547311   0.0000000000
1739447702.000 2353.00000 388520.000  22.2929910833 114.1742145996        3.106 -2417867.376  5386480.979  2404464.016     0.286    -0.292     0.829    -0.141     0.913    -0.040  -0.164   0.890   0.187  -0.380   1.278  -0.744  -7.8055931191 -12.9186512942   2.9272757528 2        0.005        0.008        0.006        0.004        0.006        0.008   0.0220702421     0.003     0.002     0.002   0.0041771070   0.0043297950   0.0000000000
1739447703.000 2353.00000 388521.000  22.2930026572 114.1742126489        3.124 -2417867.000  5386480.633  2404465.209     0.448    -0.317     1.307    -0.279     1.389     0.058  -0.100   1.374   0.337   0.334   0.417  -1.565  -5.9930640526 -10.9293017224  -5.9176861364 1        0.005        0.007        0.005        0.004        0.006        0.008   0.0221565235     0.003     0.002     0.002   0.0042349929   0.0043780580   0.0000000000
1739447704.000 2353.00000 388522.000  22.2930161384 114.1742104592        3.146 -2417866.571  5386480.227  2404466.599     0.449    -0.458     1.390    -0.222     1.514    -0.029  -0.091   1.503   0.277   0.454   0.738  -0.873  -5.9674814870 -11.1398923600  -3.8959243422 1        0.005        0.007        0.005        0.004        0.006        0.008   0.0222494025     0.003     0.002     0.002   0.0042406879   0.0043705092   0.0000000000
1739447705.000 2353.00000 388523.000  22.2930295008 114.1742085606        3.175 -2417866.173  5386479.819  2404467.979     0.383    -0.462     1.299    -0.160     1.421    -0.042  -0.082   1.407   0.249   0.241   1.037  -0.937  -5.3720522871 -11.3688348358  -2.2352863871 2        0.005        0.007        0.005        0.004        0.006        0.008   0.0223461669     0.003     0.002     0.001   0.0042442172   0.0043639229   0.0000000000
1739447706.000 2353.00000 388524.000  22.2930417772 114.1742065124        3.183 -2417865.773  5386479.443  2404469.240     0.402    -0.511     1.219    -0.157     1.367    -0.121  -0.114   1.367   0.160   0.645   1.003  -0.648  -5.3777073806 -11.2580419869  -1.1892545292 2        0.005        0.007        0.005        0.004        0.006        0.008   0.0224434007     0.003     0.002     0.001   0.0042551425   0.0043678652   0.0000000000
1739447707.000 2353.00000 388525.000  22.2930523550 114.1742048611        3.178 -2417865.433  5386479.102  2404470.321     0.347    -0.413     0.884    -0.148     1.015    -0.145  -0.075   1.033   0.007   0.461   0.386  -1.038  -6.5579316836  -7.9925607068  -4.0752085659 2        0.005        0.007        0.005        0.004        0.006        0.008   0.0225397795     0.003     0.002     0.001   0.0042670947   0.0043797176   0.0000000000
1739447708.000 2353.00000 388526.000  22.2930587402 114.1742042605        3.171 -2417865.264  5386478.877  2404470.973     0.061    -0.261     0.521     0.051     0.582    -0.046   0.530   0.232  -0.093  -0.169   0.862  -1.037  -6.9076422035  -4.1365089090 -61.8558364243 2        0.005        0.007        0.005        0.004        0.005        0.008   0.0226365998     0.003     0.002     0.001   0.0042724875   0.0043917382   0.0000000000
1739447709.000 2353.00000 388527.000  22.2930615196 114.1742036262        3.203 -2417865.169  5386478.824  2404471.270    -0.058     0.091    -0.186     0.016    -0.212     0.029  -0.057   0.194   0.074  -0.396   0.468  -0.375  -5.2159499359 -11.3255822518 -166.860476546 2        0.005        0.007        0.005        0.004        0.005        0.008   0.0227372944     0.003     0.002     0.001   0.0042671002   0.0043940302   0.0000000000
1739447710.000 2353.00000 388528.000  22.2930541583 114.1742048834        3.181 -2417865.406  5386479.035  2404470.507    -0.511     0.244    -1.183     0.366    -1.259    -0.049  -0.165   1.280   0.236  -1.326   1.689   1.806  -4.6222224207 -12.0106449692 171.8101210172 2        0.005        0.007        0.005        0.004        0.005        0.008   0.0228431933     0.003     0.002     0.001   0.0043028928   0.0045183604   0.0000000000
1739447711.000 2353.00000 388529.000  22.2930406837 114.1742080784        3.149 -2417865.926  5386479.389  2404469.114    -0.583     0.376    -1.630     0.378    -1.729    -0.081  -0.229   1.738   0.254  -0.277   1.529   1.026  -4.9334301767 -10.2679995649 175.7810508530 2        0.005        0.007        0.005        0.004        0.005        0.008   0.0229553543     0.003     0.002     0.001   0.0043144492   0.0045391670   0.0000000000
1739447712.000 2353.00000 388530.000  22.2930256564 114.1742100230        3.114 -2417866.354  5386479.854  2404467.562    -0.456     0.457    -1.566     0.229    -1.678    -0.035  -0.151   1.672   0.227   1.462  -3.107   2.228  -6.2319416165  -8.3402314969 178.1353057853 2        0.005        0.007        0.005        0.004        0.005        0.008   0.0230727382     0.003     0.002     0.002   0.0043276083   0.0045447270   0.0000000000
1739447713.000 2353.00000 388531.000  22.2930115564 114.1742111212        3.075 -2417866.685  5386480.315  2404466.102    -0.381     0.522    -1.276     0.134    -1.420     0.102  -0.067   1.403   0.267   0.657  -1.349   1.525  -6.3211797931  -6.3362829606 178.4652607203 2        0.005        0.007        0.006        0.004        0.006        0.008   0.0231916904     0.003     0.002     0.002   0.0043489323   0.0045572929   0.0000000000
1739447714.000 2353.00000 388532.000  22.2929999106 114.1742123411        3.048 -2417866.990  5386480.687  2404464.899    -0.422     0.325    -0.920     0.252    -1.029     0.085  -0.144   1.042   0.155   0.666  -0.851   0.867  -6.4585578836  -2.9297566600 174.9802162836 2        0.005        0.007        0.006        0.004        0.006        0.008   0.0233099144     0.003     0.002     0.002   0.0043636910   0.0045682504   0.0000000000
1739447715.000 2353.00000 388533.000  22.2929926460 114.1742125861        3.032 -2417867.132  5386480.941  2404464.148    -0.048     0.207    -0.441    -0.041    -0.487     0.026   0.375   0.313  -0.033   0.761  -0.764   0.351 -11.3088175068  -2.6961388487 134.8744655090 2        0.005        0.007        0.006        0.004        0.006        0.008   0.0234296825     0.003     0.002     0.002   0.0043745199   0.0045840009   0.0000000000
1739447716.000 2353.00000 388534.000  22.2929878642 114.1742130910        3.071 -2417867.276  5386481.136  2404463.673    -0.162    -0.070    -0.037     0.176    -0.036    -0.012   0.173   0.046  -0.018  -1.316   1.640  -0.578  -4.2763277997  -8.2277312339  25.9477058259 1        0.005        0.007        0.006        0.004        0.005        0.008   0.0235536881     0.003     0.002     0.002   0.0043764757   0.0045948969   0.0000000000
1739447717.000 2353.00000 388535.000  22.2929936565 114.1742140250        3.106 -2417867.278  5386480.905  2404464.280     0.081    -0.373     0.990     0.079     1.058     0.030  -0.010   1.021   0.290  -0.929   1.153  -0.940  -3.5289960292 -14.2002432903   5.7619615259 1        0.005        0.007        0.005        0.004        0.005        0.008   0.0239080805     0.003     0.002     0.002   0.0044022077   0.0046573514   0.0000000000
1739447718.000 2353.00000 388536.000  22.2930061899 114.1742136289        3.126 -2417867.032  5386480.458  2404465.572     0.309    -0.496     1.340    -0.079     1.460    -0.028  -0.012   1.434   0.286  -0.762   1.680  -1.883  -3.4995517281 -12.3286250863  -1.9404079282 1        0.005        0.007        0.006        0.004        0.006        0.008   0.0240644086     0.003     0.002     0.002   0.0044391225   0.0046930281   0.0000000000
1739447719.000 2353.00000 388537.000  22.2930200616 114.1742118116        3.155 -2417866.634  5386480.027  2404467.004     0.639    -0.507     1.380    -0.375     1.552    -0.147  -0.067   1.592   0.172  -1.131   1.947   0.186  -3.7364353990 -11.2517509104 -10.7801669493 1        0.005        0.008        0.005        0.004        0.006        0.008   0.0242092554     0.003     0.002     0.002   0.0044416254   0.0046878234   0.0000000000
1739447720.000 2353.00000 388538.000  22.2930335765 114.1742086303        3.170 -2417866.108  5386479.657  2404468.394     0.629    -0.417     1.339    -0.403     1.481    -0.082  -0.163   1.511   0.233  -0.881   1.334   1.244  -4.9100248507 -11.2782903154  -8.4083222127 2        0.005        0.008        0.005        0.004        0.006        0.008   0.0243572462     0.003     0.002     0.002   0.0044671874   0.0046964618   0.0000000000
1739447721.000 2353.00000 388539.000  22.2930461466 114.1742061419        3.196 -2417865.667  5386479.301  2404469.692     0.557    -0.496     1.259    -0.305     1.423    -0.153  -0.224   1.440   0.134  -0.603   0.886   1.093  -4.9694634924 -10.6052998188  -2.7974439278 2        0.005        0.008        0.005        0.004        0.006        0.008   0.0245054383     0.003     0.002     0.002   0.0044976259   0.0047237221   0.0000000000
1739447722.000 2353.00000 388540.000  22.2930558622 114.1742045638        3.181 -2417865.346  5386478.983  2404470.682     0.455    -0.312     0.705    -0.287     0.831    -0.168  -0.258   0.854  -0.071  -0.752   0.160   0.380  -5.5969783288  -4.8788674058  -2.5628692769 2        0.005        0.007        0.005        0.004        0.006        0.008   0.0246524699     0.003     0.002     0.001   0.0045309328   0.0047661276   0.0000000000
1739447723.000 2353.00000 388541.000  22.2930587280 114.1742031710        3.183 -2417865.167  5386478.933  2404470.976     0.021    -0.028     0.019    -0.008     0.031    -0.024  -0.011   0.030  -0.023  -0.048  -0.041  -0.341  -6.2382326931   0.6924481433   2.0063664183 2        0.005        0.007        0.005        0.004        0.006        0.008   0.0248004142     0.003     0.002     0.001   0.0045631044   0.0048154066   0.0000000000
1739447724.000 2353.00000 388542.000  22.2930589971 114.1742031210        3.168 -2417865.152  5386478.912  2404470.998    -0.024    -0.019    -0.003     0.030    -0.000    -0.008   0.029   0.000  -0.011   0.027  -0.112  -0.100  -5.7952102667   2.2322034628   2.1589508087 2        0.005        0.007        0.005        0.004        0.006        0.008   0.0249533020     0.003     0.002     0.001   0.0045913793   0.0048634852   0.0000000000
1739447725.000 2353.00000 388543.000  22.2930590000 114.1742030661        3.172 -2417865.148  5386478.918  2404471.000     0.021     0.008     0.006    -0.022     0.006     0.001  -0.022   0.005   0.003   0.106   0.021   0.113  -5.8103764596   0.5361796343   2.3731510804 2        0.005        0.007        0.005        0.004        0.006        0.008   0.0251128804     0.003     0.002     0.001   0.0046154396   0.0049040020   0.0000000000
1739447726.000 2353.00000 388544.000  22.2930588855 114.1742032048        3.178 -2417865.165  5386478.922  2404470.990    -0.026    -0.008    -0.036     0.027    -0.034    -0.010   0.027  -0.033  -0.013  -0.161   0.004   0.051  -4.7896120405  -0.5371823104   2.2497703488 2        0.005        0.007        0.005        0.004        0.006        0.008   0.0252765026     0.003     0.002     0.001   0.0046283905   0.0049335551   0.0000000000
1739447727.000 2353.00000 388545.000  22.2930586580 114.1742033737        3.170 -2417865.182  5386478.917  2404470.964    -0.006    -0.004    -0.016     0.007    -0.014    -0.007   0.007  -0.014  -0.008  -0.117  -0.021   0.043  -3.2034184917   0.3053406682  -1.5314936794 1        0.005        0.007        0.005        0.004        0.006        0.008   0.0254413150     0.003     0.002     0.001   0.0046302089   0.0049508591   0.0000000000
1739447728.000 2353.00000 388546.000  22.2930587107 114.1742032091        3.167 -2417865.165  5386478.919  2404470.968    -0.003     0.007     0.009    -0.000     0.006     0.011   0.000   0.006   0.011   0.099  -0.141  -0.040  -3.5875809638   0.2691182764  -0.1468724126 2        0.005        0.007        0.005        0.004        0.005        0.008   0.0256059598     0.003     0.002     0.001   0.0046243216   0.0049567251   0.0000000000
1739447729.000 2353.00000 388547.000  22.2930587019 114.1742032765        3.165 -2417865.170  5386478.915  2404470.967     0.004     0.005    -0.004    -0.005    -0.005     0.001  -0.005  -0.004   0.001  -0.090   0.076   0.076  -3.6539638539   0.4326633494  -0.9294238987 1        0.005        0.007        0.005        0.004        0.005        0.008   0.0257701892     0.002     0.002     0.001   0.0046147732   0.0049530603   0.0000000000
1739447730.000 2353.00000 388548.000  22.2930587192 114.1742033332        3.160 -2417865.174  5386478.908  2404470.967    -0.002    -0.018    -0.004     0.009     0.002    -0.016   0.008   0.002  -0.017   0.017   0.024   0.125  -4.0373241851   0.9487837313   0.3687269891 1        0.005        0.007        0.005        0.004        0.005        0.008   0.0259340685     0.002     0.002     0.001   0.0046342644   0.0049846224   0.0000000000
1739447731.000 2353.00000 388549.000  22.2930587378 114.1742033466        3.151 -2417865.171  5386478.899  2404470.965     0.000    -0.013    -0.008     0.005    -0.002    -0.014   0.004  -0.003  -0.015   0.024   0.005   0.016  -5.2549397138   2.2159887572   0.4321648761 1        0.005        0.007        0.005        0.004        0.005        0.008   0.0260974672     0.002     0.002     0.001   0.0046474114   0.0050010546   0.0000000000
1739447732.000 2353.00000 388550.000  22.2930587193 114.1742033407        3.147 -2417865.169  5386478.897  2404470.962     0.015    -0.006     0.001    -0.011     0.006    -0.011  -0.012   0.005  -0.010   0.044   0.082  -0.024  -6.0864848211   2.6855333999   1.5711476771 1        0.005        0.007        0.005        0.004        0.005        0.008   0.0262606218     0.002     0.002     0.001   0.0046619098   0.0050125909   0.0000000000
1739447733.000 2353.00000 388551.000  22.2930587193 114.1742033407        3.147 -2417865.169  5386478.897  2404470.962    -0.001     0.014    -0.002    -0.005    -0.007     0.012  -0.004  -0.007   0.012   0.016  -0.042  -0.031  -5.4809486457   1.5601869945   0.5470772915 1        0.005        0.007        0.005        0.004        0.005        0.008   0.0264239870     0.002     0.002     0.001   0.0047117923   0.0050697387   0.0000000000
1739447734.000 2353.00000 388552.000  22.2930587193 114.1742033407        3.147 -2417865.169  5386478.897  2404470.962    -0.011     0.001    -0.013     0.009    -0.014     0.000   0.010  -0.013  -0.000  -0.047   0.007   0.011  -6.0041851634   2.4373739196   2.1181447545 1        0.005        0.007        0.005        0.004        0.005        0.008   0.0265870597     0.002     0.002     0.001   0.0047932840   0.0051654633   0.0000000000
1739447735.000 2353.00000 388553.000  22.2930587566 114.1742033458        3.148 -2417865.170  5386478.896  2404470.966     0.016     0.000     0.017    -0.015     0.018     0.001  -0.015   0.018   0.001   0.015   0.004  -0.007  -6.1828563222   2.1074590916   0.4569453008 1        0.005        0.007        0.005        0.004        0.005        0.008   0.0267497133     0.002     0.002     0.002   0.0049096956   0.0053022853   0.0000000000
1739447736.000 2353.00000 388554.000  22.2930587951 114.1742033198        3.152 -2417865.168  5386478.899  2404470.971    -0.004     0.000    -0.015     0.004    -0.015    -0.004   0.003  -0.015  -0.004  -0.080   0.165   0.071  -6.3414796878   1.5549157827  -0.8784134662 1        0.005        0.007        0.005        0.004        0.005        0.008   0.0269119553     0.003     0.002     0.002   0.0050430405   0.0054469355   0.0000000000
1739447737.000 2353.00000 388555.000  22.2930589012 114.1742032548        3.159 -2417865.163  5386478.903  2404470.985     0.007    -0.003     0.006    -0.005     0.007    -0.003  -0.005   0.007  -0.003   0.044  -0.139  -0.051  -5.7931075116   1.3480551004  -1.1220752278 1        0.005        0.007        0.005        0.004        0.005        0.008   0.0270736273     0.003     0.002     0.002   0.0052153235   0.0056216544   0.0000000000
1739447738.000 2353.00000 388556.000  22.2930589107 114.1742033026        3.160 -2417865.167  5386478.902  2404470.986    -0.006    -0.001    -0.006     0.006    -0.006    -0.001   0.006  -0.006  -0.002   0.034  -0.074   0.041  -5.9648745290   1.5014702796  -1.4901605041 2        0.005        0.008        0.005        0.004        0.005        0.008   0.0272347294     0.003     0.002     0.002   0.0054464159   0.0058454336   0.0000000000
1739447739.000 2353.00000 388557.000  22.2930588828 114.1742032706        3.161 -2417865.165  5386478.905  2404470.984    -0.000    -0.000    -0.006     0.000    -0.006    -0.002  -0.000  -0.006  -0.002   0.045   0.005   0.033  -6.1488856545   2.1937121581  -1.2722016292 1        0.005        0.008        0.005        0.003        0.005        0.009   0.0273949653     0.003     0.002     0.002   0.0057558315   0.0061354646   0.0000000000
1739447740.000 2353.00000 388558.000  22.2930588828 114.1742032706        3.161 -2417865.165  5386478.905  2404470.984     0.007     0.004     0.006    -0.008     0.005     0.003  -0.007   0.005   0.004   0.023   0.066   0.011  -5.9652641403   1.9402986549  -1.7173783769 1        0.006        0.009        0.006        0.004        0.006        0.010   0.0275545623     0.003     0.002     0.002   0.0061981389   0.0065592909   0.0000000000

Errors/warnings:
W102: Number of numerical digits larger than allowed width (222 occurances)

